Measurement Name :,20191029-RUN2_28,,Generated On :,"29/10/2019, 20:11:19",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
29.10.19 19:23:10,"21,88",192.79,186.74,190.36,210.64,184.63,205.98,159.02,181.94,200.73,187.04,185.23,189.15,188.55,222.29,173.92,194.92,194.61,155.85,180.45,206.29,232.52,228.03,226.43,226.43,,28,965,34,27.76,
29.10.19 19:23:25,"22,13",191.27,186.14,190.97,211.27,187.04,204.43,158.16,181.64,199.81,189.15,184.63,188.85,189.45,221.34,172.44,191.88,193.39,154.42,180.74,208.46,235.75,228.67,223.88,223.88,,28,965,34,27.76,
29.10.19 19:23:41,"22,4",191.27,185.84,192.48,209.71,187.64,205.98,157.87,179.85,201.66,186.44,184.03,189.76,186.44,222.6,172.74,193.09,191.27,154.42,180.15,205.98,235.75,229.31,222.29,225.79,,28,965,34,27.76,
29.10.19 19:23:56,"22,65",191.57,184.63,191.27,210.33,187.04,202.58,156.72,181.94,198.28,187.64,182.24,188.85,187.34,221.65,172.15,193.09,189.76,152.41,179.55,207.84,235.11,229.63,224.19,225.79,,28,965,34,27.76,
29.10.19 19:24:11,"22,9",189.76,185.53,191.88,210.33,185.53,202.58,156.72,180.45,200.12,186.74,182.84,189.76,187.34,221.65,171.26,191.27,190.97,152.99,178.96,207.53,237.7,230.59,223.88,226.75,,28,965,34,27.76,
29.10.19 19:24:26,"23,15",188.85,183.73,191.27,207.53,185.53,202.89,155.57,179.55,199.2,187.04,182.54,187.64,184.63,220.07,170.97,191.27,191.27,153.84,178.06,208.15,234.78,227.71,224.83,223.56,,28,965,34,27.76,
29.10.19 19:24:41,"23,4",190.97,182.24,190.66,208.15,184.33,203.81,155.28,180.74,198.58,188.55,181.94,187.94,189.76,222.92,172.44,192.18,191.88,153.84,178.66,207.84,235.11,229.95,224.51,221.97,,28,965,34,27.76,
29.10.19 19:24:57,"23,67",189.45,184.63,191.57,209.71,183.13,203.81,154.71,181.94,199.5,185.53,181.64,188.24,185.53,222.29,170.97,191.57,190.97,152.41,178.36,208.77,231.88,231.56,224.19,226.75,,28,965,34,27.76,
29.10.19 19:25:12,"23,92",188.85,184.33,190.97,208.46,184.93,202.27,154.99,181.04,199.81,186.14,181.34,187.34,187.34,221.02,171.56,190.66,193.09,151.56,177.17,208.46,232.84,231.56,224.83,227.71,,28,965,34,27.78,
29.10.19 19:25:27,"24,17",189.76,183.13,191.88,207.22,185.23,203.2,154.42,179.25,199.81,185.84,181.34,187.64,188.55,222.92,170.97,188.24,190.36,152.41,178.96,205.67,237.7,230.59,221.65,224.19,,28,965,34,27.76,
29.10.19 19:25:42,"24,42",187.94,183.73,191.27,208.15,185.23,200.43,155.28,180.74,199.2,186.44,180.74,185.84,186.44,221.34,171.26,188.85,192.48,152.41,177.47,207.84,234.46,225.47,224.19,225.15,,28,965,34,27.76,
29.10.19 19:25:58,"24,68",189.45,181.94,190.66,208.46,184.03,199.5,154.42,180.15,198.89,186.74,180.15,187.34,185.84,220.07,169.79,190.66,192.79,152.41,178.36,205.98,234.14,231.23,223.88,225.79,,28,965,34,27.78,
29.10.19 19:26:13,"24,93",188.24,183.13,191.88,206.6,185.23,199.2,153.84,178.96,199.5,184.33,181.04,186.44,187.34,222.92,166.87,188.24,192.79,150.7,176.88,204.43,236.73,229.63,223.88,224.83,,28,965,34,27.76,
29.10.19 19:26:28,"25,18",187.34,183.13,190.97,205.67,184.03,197.36,152.13,178.66,197.05,184.33,182.84,185.84,187.64,220.07,168.33,187.94,189.45,151.27,174.21,206.6,235.75,230.27,223.24,223.56,,28,965,34,27.76,
29.10.19 19:26:44,"25,45",187.94,182.24,190.97,207.22,185.23,198.28,151.56,178.96,199.5,185.23,181.04,186.44,186.14,221.65,165.99,189.15,190.36,150.7,174.21,207.53,236.73,227.07,224.19,226.75,,28,965,34,27.76,
29.10.19 19:26:59,"25,7",187.04,182.24,189.45,205.98,182.24,197.67,152.41,178.06,195.53,184.33,182.54,184.63,186.74,221.02,166.87,189.45,189.15,151.27,175.1,207.22,232.52,229.63,223.24,224.19,,28,965,34,27.76,
29.10.19 19:27:14,"25,95",187.64,183.13,189.45,204.74,185.23,197.97,151.27,179.25,198.58,182.54,181.04,187.04,186.14,222.29,165.11,188.24,190.66,151.56,176.58,205.98,235.11,228.03,223.88,225.79,,28,965,34,27.76,
29.10.19 19:27:29,"26,2",186.14,183.73,189.45,205.98,184.63,196.75,150.13,178.06,196.14,181.94,181.64,186.74,184.93,220.39,164.24,184.93,189.76,149.85,174.8,205.05,235.11,226.11,225.15,227.71,,28,965,34,27.78,
29.10.19 19:27:45,"26,47",186.44,182.54,189.45,205.36,181.34,197.97,150.7,178.06,195.83,182.24,181.34,186.14,185.84,220.07,164.53,187.34,190.66,148.42,170.97,208.77,238.35,228.67,222.92,227.39,,28,965,34,27.76,
29.10.19 19:28:00,"26,72",186.14,184.63,190.36,205.98,183.73,196.44,150.7,177.17,196.75,182.84,181.94,185.23,185.53,221.65,165.7,185.53,190.36,150.13,173.92,207.84,235.75,229.63,223.88,225.79,,28,965,34,27.78,
29.10.19 19:28:15,"26,97",184.63,183.73,188.55,205.67,182.54,194,149.85,177.47,197.67,181.64,181.04,184.33,185.84,220.39,165.11,184.33,188.85,150.7,172.74,206.6,235.11,226.11,225.47,224.83,,28,965,34,27.76,
29.10.19 19:28:30,"27,22",184.63,184.03,190.36,207.22,184.63,194.61,151.84,175.99,197.36,182.54,181.34,185.23,183.73,219.75,163.95,184.03,188.55,150.42,170.09,204.43,235.11,226.11,223.56,227.07,,28,965,34,27.78,
29.10.19 19:28:46,"27,48",184.03,183.43,189.76,205.36,182.24,192.48,150.99,175.39,195.83,179.85,181.04,184.33,184.63,220.7,163.66,185.84,190.06,147.29,172.15,207.53,235.75,228.67,225.15,230.27,,28,965,34,27.78,
29.10.19 19:29:01,"27,73",183.73,184.03,189.45,207.53,184.93,193.7,151.27,175.39,194.92,178.96,181.04,182.84,184.63,221.65,162.79,186.14,188.55,147.29,172.44,206.6,235.75,227.71,224.51,222.92,,28,965,34,27.78,
29.10.19 19:29:16,"27,98",183.43,183.13,189.45,205.98,182.54,195.22,151.56,175.69,196.14,180.74,178.36,182.84,183.13,220.39,163.66,184.33,188.55,149.28,170.09,204.43,234.14,231.56,224.19,227.71,,28,965,34,27.76,
29.10.19 19:29:31,"28,23",182.24,183.73,189.15,205.98,179.85,194.31,152.7,174.8,195.83,177.77,180.15,183.43,182.24,219.44,162.5,184.33,188.85,147.29,172.74,204.74,234.78,229.31,224.83,225.47,,28,965,34,27.76,
29.10.19 19:29:47,"28,5",182.24,182.54,190.06,206.29,180.45,193.09,151.27,175.69,194,179.55,179.25,181.94,182.24,221.02,162.5,184.03,188.55,148.14,169.5,204.12,235.11,227.07,223.56,228.67,,28,965,34,27.76,
29.10.19 19:30:02,"28,75",181.64,184.03,187.94,204.74,180.45,193.39,152.7,174.21,193.09,178.06,179.85,182.24,181.64,220.7,162.5,184.63,188.85,149.56,172.15,203.5,233.17,225.15,223.88,227.39,,28,965,34,27.78,
29.10.19 19:30:17,"29,0",181.94,184.03,189.76,206.6,180.15,193.7,153.56,173.62,191.57,178.06,181.04,183.13,184.93,221.65,161.05,183.13,189.15,147,171.56,209.08,236.73,228.99,224.51,227.71,,28,965,34,27.78,
29.10.19 19:30:32,"29,25",181.94,184.03,187.64,206.6,179.55,193.09,151.56,173.33,192.48,177.17,178.36,182.84,183.43,218.8,161.05,182.24,187.64,147,171.85,207.53,234.78,228.67,226.43,227.07,,28,965,34,27.76,
29.10.19 19:30:47,"29,5",181.64,183.73,188.55,205.05,179.25,192.79,152.99,172.44,191.57,178.36,179.85,182.54,181.94,221.02,161.92,179.55,188.55,147,169.21,204.74,235.11,227.71,223.56,230.27,,28,965,34,27.78,
29.10.19 19:31:03,"29,77",180.74,184.33,188.55,206.6,178.66,192.48,154.13,170.97,194,177.47,180.15,183.13,183.73,219.44,161.05,184.63,189.15,145.3,170.09,206.91,236.08,230.59,223.24,228.35,,28,965,34,27.78,
29.10.19 19:31:18,"30,02",180.15,183.13,187.94,205.05,177.77,192.18,150.99,171.26,191.88,175.39,178.36,184.03,180.74,221.65,161.63,181.64,186.74,145.3,167.45,208.77,233.49,226.11,223.88,228.67,,28,965,34,27.78,
29.10.19 19:31:33,"30,27",180.15,182.84,188.24,206.91,178.06,191.27,151.56,171.26,192.18,175.1,177.47,182.54,181.34,221.02,159.89,183.73,186.44,145.87,168.91,205.36,236.73,230.59,222.29,224.51,,28,965,34,27.79,
29.10.19 19:31:48,"30,52",179.25,182.54,187.04,206.91,175.99,189.76,150.7,171.85,190.66,174.21,177.47,183.13,179.55,221.02,158.73,181.34,186.74,144.46,167.74,207.22,236.73,228.67,223.56,225.79,,28,965,34,27.78,
29.10.19 19:32:04,"30,78",178.96,183.43,187.34,205.98,178.06,190.36,150.7,170.97,192.18,174.21,178.36,182.54,181.34,218.49,161.05,181.64,187.34,145.87,166.28,205.05,235.11,227.07,223.24,227.07,,28,965,34,27.78,
29.10.19 19:32:19,"31,03",178.06,182.54,186.14,206.6,175.99,189.76,150.42,171.56,190.06,175.69,178.06,182.24,180.74,219.75,157.58,183.73,186.44,143.61,168.33,205.98,236.73,228.67,224.83,226.11,,28,965,34,27.79,
29.10.19 19:32:34,"31,28",178.66,183.43,187.04,206.6,176.88,188.85,150.7,171.56,189.15,174.8,177.77,182.54,180.15,219.44,158.45,181.04,183.73,140.23,167.74,207.22,235.43,228.03,224.51,226.75,,28,965,34,27.79,
29.10.19 19:32:49,"31,53",176.58,181.64,187.04,205.36,175.39,189.45,149.85,169.21,187.04,175.69,176.88,180.15,179.85,220.07,158.16,180.15,187.04,138.55,166.28,204.43,235.75,228.67,224.19,228.67,,28,965,34,27.78,
29.10.19 19:33:05,"31,8",177.47,181.94,186.14,205.36,174.21,188.85,147.86,171.26,189.45,173.62,177.17,182.84,178.96,219.75,154.99,180.74,186.74,138.27,166.28,208.15,236.73,228.99,224.83,226.75,,28,965,34,27.78,
29.10.19 19:33:20,"32,05",177.77,182.24,184.63,204.43,175.1,189.76,148.42,169.5,188.85,174.8,176.88,180.45,176.58,220.39,156.14,179.55,183.43,137.43,166.57,206.6,235.75,228.67,223.24,225.15,,28,965,34,27.78,
29.10.19 19:33:35,"32,3",176.88,181.64,185.84,205.98,173.92,189.15,148.71,170.38,189.76,173.92,179.25,179.55,176.88,220.07,153.56,178.36,184.03,136.87,167.16,205.05,234.14,226.75,222.92,226.11,,28,965,34,27.79,
29.10.19 19:33:50,"32,55",177.17,182.84,185.53,205.67,174.51,187.94,147.86,170.97,190.36,175.39,178.06,181.04,177.47,218.8,155.57,179.85,184.33,135.48,166.28,205.36,235.43,230.91,224.19,228.03,,28,965,34,27.79,
29.10.19 19:34:05,"32,8",175.39,182.84,184.63,205.05,172.74,188.55,148.14,168.91,187.64,174.51,177.77,178.96,176.28,217.86,155.28,181.04,183.43,136.04,165.7,206.91,233.17,230.27,225.15,226.11,,28,965,34,27.79,
29.10.19 19:34:21,"33,07",175.99,181.94,185.23,204.12,173.03,186.44,148.14,166.87,186.14,175.99,177.77,181.34,176.58,220.39,154.99,178.96,184.93,135.2,164.82,207.53,232.84,231.56,226.11,228.35,,28,965,34,27.78,
29.10.19 19:34:36,"33,32",175.39,181.34,184.33,204.12,173.62,188.55,147,168.91,187.64,173.03,176.28,179.25,175.39,217.23,154.99,176.58,185.23,133.81,163.95,205.05,235.75,228.67,224.51,227.07,,28,965,34,27.78,
29.10.19 19:34:51,"33,57",173.92,180.45,182.84,204.74,175.69,186.74,147.57,167.45,188.85,173.62,176.58,178.96,173.62,217.86,153.27,179.85,184.03,133.53,162.5,206.6,235.75,228.67,223.24,224.19,,28,965,34,27.79,
29.10.19 19:35:07,"33,83",173.62,181.04,183.73,205.36,174.21,184.93,146.15,168.04,186.14,172.44,175.69,179.25,175.39,217.86,153.27,174.51,181.64,131.59,165.41,207.22,234.14,229.63,221.65,226.43,,28,965,34,27.79,
29.10.19 19:35:22,"34,08",174.21,179.55,183.43,205.05,172.44,187.34,147,166.28,186.14,172.15,177.47,178.36,173.62,218.49,151.84,178.36,184.33,131.04,164.53,207.53,236.08,230.59,223.24,226.11,,28,965,34,27.79,
29.10.19 19:35:37,"34,33",173.33,180.15,182.54,205.05,174.21,187.04,148.14,166.87,188.24,173.33,176.58,178.96,175.39,217.86,152.41,177.47,181.64,129.65,164.53,207.53,235.11,229.63,224.19,227.71,,28,965,34,27.79,
29.10.19 19:35:52,"34,58",172.74,182.84,182.24,204.12,172.44,185.23,146.44,167.16,185.84,173.03,177.17,176.28,172.74,218.49,150.7,177.77,183.43,129.38,161.34,205.98,234.78,226.75,222.92,226.11,,28,965,34,27.79,
29.10.19 19:36:08,"34,85",173.33,180.45,181.94,205.36,173.33,185.84,146.15,166.57,188.24,171.26,176.88,176.58,173.62,215.97,149.28,174.8,184.63,127.72,163.66,203.2,236.73,227.71,222.29,227.71,,28,965,34,27.79,
29.10.19 19:36:23,"35,1",173.33,180.15,181.04,204.43,171.85,185.23,145.02,167.16,185.53,170.68,177.77,174.8,174.21,220.39,147.86,174.21,183.73,128.82,163.95,203.5,233.49,227.07,222.29,228.03,,28,965,34,27.79,
29.10.19 19:36:38,"35,35",170.97,179.25,178.96,205.36,170.38,185.53,143.61,167.45,187.34,169.5,177.17,175.69,173.03,216.6,149.28,172.74,181.64,128.55,162.5,205.36,238.35,226.11,223.24,226.43,,28,965,34,27.79,
29.10.19 19:36:53,"35,6",171.85,180.45,180.45,203.2,171.56,185.23,145.02,164.82,184.33,170.38,176.28,175.69,173.92,218.49,148.71,175.1,181.34,128.27,160.76,203.5,236.4,228.67,222.29,227.71,,28,965,34,27.79,
29.10.19 19:37:09,"35,87",171.56,180.45,179.25,204.12,170.68,183.13,145.59,165.7,185.23,168.04,176.28,175.39,172.15,218.17,148.71,174.21,181.94,127.17,162.21,204.43,233.81,230.27,221.34,226.75,,28,965,34,27.79,
29.10.19 19:37:24,"36,12",171.56,180.74,178.06,204.74,169.79,185.53,143.61,165.99,185.23,169.5,176.88,173.03,174.21,219.44,147,173.62,182.54,127.45,162.5,203.81,236.08,228.03,222.29,228.03,,28,965,34,27.79,
29.10.19 19:37:39,"36,37",172.44,179.55,179.25,204.12,171.26,184.93,143.89,165.99,184.03,168.04,174.51,174.51,172.15,218.8,145.87,173.92,181.34,127.17,161.92,205.67,237.05,228.99,222.29,226.75,,28,965,34,27.79,
29.10.19 19:37:54,"36,62",171.56,179.85,177.77,203.5,170.09,184.93,142.48,165.11,183.73,170.38,176.28,174.21,173.92,217.54,147.29,171.56,182.54,125.25,162.79,205.67,236.08,228.99,222.6,225.47,,28,965,34,27.8,
29.10.19 19:38:10,"36,88",172.44,179.55,177.17,204.12,170.68,182.84,140.79,163.66,184.03,168.62,174.51,173.33,170.68,217.86,146.44,170.09,179.25,124.7,161.34,205.36,236.08,228.03,221.34,224.19,,28,965,34,27.8,
29.10.19 19:38:25,"37,13",170.09,178.96,175.99,203.81,168.62,183.43,140.79,164.53,185.53,167.74,174.8,173.03,171.85,216.6,145.3,169.5,181.04,124.7,161.63,206.6,237.7,228.03,225.15,228.67,,28,965,34,27.79,
29.10.19 19:38:40,"37,38",169.21,180.15,175.69,202.89,168.91,181.94,139.95,162.79,183.13,168.33,174.21,172.44,170.09,218.49,146.72,170.09,179.25,122.78,159.89,204.43,237.37,230.59,223.88,224.19,,28,965,34,27.79,
29.10.19 19:38:55,"37,63",169.79,178.96,175.1,204.12,170.97,183.73,139.67,162.79,184.03,166.28,175.1,170.38,171.26,217.86,145.02,169.79,180.45,121.96,158.73,203.5,238.35,229.63,223.88,227.71,,28,965,34,27.79,
29.10.19 19:39:11,"37,9",169.21,178.06,175.1,204.74,169.21,184.63,137.15,162.79,183.43,166.57,173.03,170.38,170.38,216.28,143.61,169.21,180.74,124.15,157.87,205.98,236.4,231.88,221.02,227.39,,28,965,34,27.79,
29.10.19 19:39:26,"38,15",168.04,177.17,173.03,203.81,169.5,182.54,136.87,164.24,183.13,166.57,173.92,169.79,168.91,217.23,144.74,165.99,179.85,123.33,159.31,204.12,235.75,227.71,222.92,224.51,,28,965,34,27.8,
29.10.19 19:39:41,"38,4",168.04,179.55,173.33,203.2,169.21,184.03,135.76,163.66,184.03,166.87,173.33,167.16,170.68,215.65,143.61,168.33,180.45,123.88,158.16,202.89,236.73,228.03,225.15,225.47,,28,965,34,27.82,
29.10.19 19:39:56,"38,65",167.74,178.06,170.68,204.12,169.5,180.74,136.59,162.79,181.64,165.99,172.74,167.45,169.21,217.23,143.61,169.79,178.36,124.43,157.29,202.58,234.78,225.15,222.92,226.43,,28,965,34,27.8,
29.10.19 19:40:12,"38,92",166.87,178.96,171.26,202.89,169.5,182.24,137.99,163.95,182.84,166.87,173.92,165.99,169.79,217.54,142.2,165.7,179.85,124.15,159.6,203.5,235.11,229.63,222.6,227.39,,28,965,34,27.82,
29.10.19 19:40:27,"39,17",166.28,178.06,170.38,203.2,169.5,182.84,137.43,164.24,181.04,165.7,171.85,168.04,168.33,214.71,142.76,165.7,179.25,123.33,158.16,204.12,237.37,231.23,221.97,225.79,,28,965,34,27.82,
29.10.19 19:40:42,"39,42",165.41,177.77,168.91,201.66,167.16,181.34,136.87,162.5,182.24,165.7,169.79,165.41,169.5,217.86,141.64,167.45,177.47,122.51,158.73,203.5,236.4,226.11,224.51,223.24,,28,965,34,27.8,
29.10.19 19:40:57,"39,67",165.11,177.47,167.45,203.2,168.62,181.34,136.59,161.34,179.85,165.99,170.68,166.87,167.45,213.46,141.36,167.74,177.17,123.33,159.31,202.89,237.05,227.39,222.92,224.83,,28,965,34,27.8,
29.10.19 19:41:13,"39,93",164.53,178.96,167.74,203.81,164.53,181.34,137.15,162.21,182.24,165.11,170.38,168.62,168.91,215.97,140.51,166.28,179.85,123.33,158.73,202.58,235.75,229.63,222.29,227.39,,28,965,34,27.82,
29.10.19 19:41:28,"40,18",164.24,177.77,168.62,202.89,164.82,181.34,136.59,162.21,179.55,165.7,170.68,167.45,167.16,215.34,140.51,165.99,178.06,122.24,159.02,204.74,237.7,226.11,223.24,227.07,,28,965,34,27.82,
29.10.19 19:41:43,"40,43",164.24,178.06,167.45,201.66,164.53,181.64,136.87,161.63,181.04,165.99,168.91,166.87,169.21,215.97,139.95,165.99,178.66,122.24,157.87,203.2,233.17,227.71,220.39,223.24,,28,965,34,27.82,
29.10.19 19:41:58,"40,68",163.08,176.88,166.28,201.35,162.5,179.55,135.2,161.92,178.66,164.82,169.79,165.99,168.04,215.03,137.99,164.24,175.99,121.96,156.72,203.5,236.4,227.39,221.97,228.03,,28,965,34,27.82,
29.10.19 19:42:14,"40,95",164.24,178.06,165.99,201.66,163.66,180.45,135.76,159.89,180.15,164.24,169.79,164.24,166.28,215.65,140.23,163.37,178.66,122.51,156.43,203.2,237.7,228.03,220.07,224.51,,28,965,34,27.83,
29.10.19 19:42:29,"41,2",163.37,177.47,165.99,201.04,161.05,179.55,136.59,161.05,180.15,164.82,169.79,165.99,166.28,212.52,137.99,162.21,178.06,121.42,159.31,203.81,239.32,226.11,221.02,223.88,,28,965,34,27.82,
29.10.19 19:42:44,"41,45",162.21,178.66,165.99,202.89,161.05,181.04,137.99,160.18,179.55,163.95,169.5,167.16,166.87,215.03,139.11,164.53,179.55,120.87,159.6,204.12,236.73,228.99,221.97,228.67,,28,965,34,27.83,
29.10.19 19:42:59,"41,7",162.5,177.47,164.82,202.27,161.34,180.15,137.99,160.76,178.06,163.08,169.5,165.11,167.45,213.77,138.55,163.37,175.1,121.69,157,202.27,235.11,227.07,224.51,227.07,,28,965,34,27.82,
29.10.19 19:43:15,"41,97",161.63,178.96,163.37,201.96,161.05,178.66,136.32,160.47,178.96,163.66,170.09,165.7,167.74,216.6,136.59,160.76,175.69,120.33,159.31,203.5,237.37,228.67,220.7,224.83,,28,965,34,27.83,
29.10.19 19:43:30,"42,22",160.76,177.47,162.79,200.73,161.92,179.25,137.15,158.45,178.36,160.76,170.68,163.37,167.74,215.97,137.99,160.76,176.58,119.24,159.02,202.27,238.02,225.79,220.7,226.11,,28,965,34,27.83,
29.10.19 19:43:45,"42,47",160.76,177.17,162.5,200.43,160.18,180.15,137.43,157.58,177.17,162.21,167.45,163.37,167.45,215.03,136.04,162.5,175.39,116.53,155.85,204.12,238.02,226.75,221.34,225.79,,28,965,34,27.83,
29.10.19 19:44:00,"42,72",159.31,178.36,163.08,200.73,160.47,178.66,137.43,159.6,177.47,160.47,167.16,164.53,166.57,212.83,133.81,161.63,176.88,118.97,156.14,202.89,235.75,228.67,223.56,226.43,,28,965,34,27.83,
29.10.19 19:44:15,"42,97",160.47,178.36,164.53,200.73,159.02,179.85,138.27,158.45,178.06,160.76,167.45,164.82,166.28,213.14,134.09,161.34,176.58,117.61,158.73,201.96,237.7,229.95,222.92,228.67,,28,965,34,27.83,
29.10.19 19:44:31,"43,23",159.6,176.88,161.92,199.2,158.45,179.25,137.15,159.02,177.77,159.89,168.33,165.11,165.41,215.34,132.42,159.31,175.39,117.61,157.58,203.81,234.14,227.71,225.79,224.83,,28,965,34,27.83,
29.10.19 19:44:46,"43,48",158.16,178.06,163.37,200.43,160.76,179.25,138.83,159.31,175.99,158.45,166.87,163.37,165.11,215.65,133.25,159.89,176.88,116.26,159.02,201.04,236.73,225.15,221.97,226.43,,28,965,34,27.83,
29.10.19 19:45:01,"43,73",157.58,178.36,161.92,200.12,157.58,178.06,137.15,158.45,175.69,159.89,168.33,163.08,164.82,212.83,134.92,159.02,174.21,117.88,157,201.96,236.73,227.71,222.29,226.75,,28,965,34,27.83,
29.10.19 19:45:16,"43,98",157.58,177.47,161.05,198.58,157,178.96,138.55,158.45,174.21,158.45,167.74,161.92,165.11,213.77,133.53,161.05,174.51,115.44,158.16,202.58,237.7,226.11,222.92,228.03,,28,965,34,27.83,
29.10.19 19:45:32,"44,25",157,177.77,162.21,198.28,156.72,177.47,137.15,157.58,174.51,159.31,165.99,163.37,164.82,213.46,132.7,160.47,174.8,117.34,155.28,201.35,236.4,228.35,221.65,225.15,,28,965,34,27.83,
29.10.19 19:45:47,"44,5",157.87,177.47,161.63,198.58,156.14,177.47,137.99,158.45,175.1,157.29,167.16,159.6,164.24,214.08,131.87,160.18,174.21,117.34,157.29,204.12,237.37,227.71,219.44,224.83,,28,965,34,27.83,
29.10.19 19:46:02,"44,75",157.29,176.88,160.76,197.36,157.29,177.77,136.32,156.72,174.21,157.58,168.04,161.92,164.53,211.89,132.42,158.45,173.03,117.61,158.16,201.35,235.75,228.03,221.02,225.47,,28,965,34,27.83,
29.10.19 19:46:17,"45,0",156.43,175.99,160.76,197.36,158.16,178.36,138.55,156.43,174.8,157.58,166.87,160.18,161.63,213.14,134.09,158.45,173.62,116.53,156.72,201.66,235.75,228.03,221.34,227.07,,28,965,34,27.83,
29.10.19 19:46:33,"45,27",156.72,177.47,161.05,198.28,156.43,177.17,138.55,157,174.21,157.87,167.16,159.31,162.79,213.14,132.7,159.31,172.44,114.63,155.85,201.35,236.73,225.15,222.92,228.99,,28,965,34,27.83,
